"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"1576731839";"A Godward Life : Savoring the Supremacy of God in all of Life";"John Piper";"1997";"Multnomah";"http://images.amazon.com/images/P/1576731839.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1576731839.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1576731839.01.LZZZZZZZ.jpg"
"0380789787";"Comic Relief";"Todd Gold";"1997";"Avon";"http://images.amazon.com/images/P/0380789787.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380789787.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380789787.01.LZZZZZZZ.jpg"
"0822003376";"The Crucible (Notes)";"Alan Paton";"1988";"John Wiley &amp; Sons";"http://images.amazon.com/images/P/0822003376.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0822003376.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0822003376.01.LZZZZZZZ.jpg"
"0312141017";"The Conservative's Dictionary";"Todd Domke";"1996";"St. Martin's Press";"http://images.amazon.com/images/P/0312141017.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312141017.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312141017.01.LZZZZZZZ.jpg"
"0446394173";"Headlines IV : The Next Generation";"Jay Leno";"1992";"Warner Books";"http://images.amazon.com/images/P/0446394173.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446394173.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446394173.01.LZZZZZZZ.jpg"
"0822005514";"Great Expectations Notes: Notes (Cliffs Notes)";"Arnie Jacobson";"1976";"John Wiley &amp; Sons";"http://images.amazon.com/images/P/0822005514.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0822005514.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0822005514.01.LZZZZZZZ.jpg"
"082171337X";"Texas Wildfire";"Wanda Owen";"1984";"Kensington Pub Corp (Mm)";"http://images.amazon.com/images/P/082171337X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/082171337X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/082171337X.01.LZZZZZZZ.jpg"
"0517577305";"The Creative Lunch Box: Easy, Nutritious, and Inviting Meals for Your Child";"Ellen Klavan";"1991";"Crown Publishing Group (NY)";"http://images.amazon.com/images/P/0517577305.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517577305.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517577305.01.LZZZZZZZ.jpg"
"0871626020";"Thorns and Thrones";"B J Hoff";"1991";"Warner Press";"http://images.amazon.com/images/P/0871626020.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0871626020.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0871626020.01.LZZZZZZZ.jpg"
"055325748X";"Zen and the art of Motorcycle Maintenance";"Robert Pirsig";"1984";"Bantam Books";"http://images.amazon.com/images/P/055325748X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/055325748X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/055325748X.01.LZZZZZZZ.jpg"
"1850156409";"The Love Between Mothers and Daughters (The Love Between Series)";"Helen Exley";"1997";"Exley Giftbooks";"http://images.amazon.com/images/P/1850156409.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1850156409.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1850156409.01.LZZZZZZZ.jpg"
"0452265010";"Love Letters and Two Other Plays: The Golden Age and What I Did Last Summer (Plume Drama)";"A. R. Gurney";"1990";"Plume Books";"http://images.amazon.com/images/P/0452265010.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0452265010.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0452265010.01.LZZZZZZZ.jpg"
"088344075X";"Christianity in Culture: A Study in Dynamic Biblical Theologizing in Cross-Cultural Perspective";"Charles H. Kraft";"1979";"Orbis Books";"http://images.amazon.com/images/P/088344075X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/088344075X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/088344075X.01.LZZZZZZZ.jpg"
"1557484562";"Foxe's Christian Martyrs of the World";"John Foxe";"1995";"Barbour Pub Inc";"http://images.amazon.com/images/P/1557484562.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1557484562.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1557484562.01.LZZZZZZZ.jpg"
"0440507863";"Great Government Goofs: Over 350 Loopy Laws, Hilarious Screw-Ups and Acts-Idents of Congress";"Leland Gregory";"1997";"Dell Publishing Company";"http://images.amazon.com/images/P/0440507863.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440507863.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440507863.01.LZZZZZZZ.jpg"
"0373700059";"Cloud over Paradise";"Abra Taylor";"1981";"Harlequin";"http://images.amazon.com/images/P/0373700059.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373700059.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373700059.01.LZZZZZZZ.jpg"
"0064637204";"Barnes &amp; Noble book of quotations";"Robert I. Fitzhenry";"1987";"Barnes &amp; Noble";"http://images.amazon.com/images/P/0064637204.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0064637204.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0064637204.01.LZZZZZZZ.jpg"
"0157175308";"Elements of Literature: Fourth Course";"Anderson";"1989";"Harcourt School Pub";"http://images.amazon.com/images/P/0157175308.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0157175308.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0157175308.01.LZZZZZZZ.jpg"
"0030975891";"Sociology: Study of Human Relationships";"Thomas";"1995";"Henry Holt &amp; Company";"http://images.amazon.com/images/P/0030975891.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0030975891.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0030975891.01.LZZZZZZZ.jpg"
"015334850X";"Adventures in Readers: Book 1 (Adventures for Readers)";"Fannie Safier";"1989";"Harcourt";"http://images.amazon.com/images/P/015334850X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/015334850X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/015334850X.01.LZZZZZZZ.jpg"
"0070561362";"McGraw-Hill Spanish Saludos";"Conrad J. Schmitt";"1985";"Glencoe/McGraw-Hill";"http://images.amazon.com/images/P/0070561362.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070561362.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070561362.01.LZZZZZZZ.jpg"
"0070561567";"McGraw-Hill Spanish--Amistades";"Protase E. Woodford";"1985";"Webster Division MacGraw-Hill";"http://images.amazon.com/images/P/0070561567.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070561567.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070561567.01.LZZZZZZZ.jpg"
"039453574X";"Scumbler";"William Wharton";"1984";"Bookthrift Co";"http://images.amazon.com/images/P/039453574X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039453574X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039453574X.01.LZZZZZZZ.jpg"
"0671897071";"Girl : A Novel";"Blake Nelson";"1994";"Touchstone";"http://images.amazon.com/images/P/0671897071.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671897071.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671897071.01.LZZZZZZZ.jpg"
"1569874484";"Sugar Free Cooking : Step by Step";"Patricia Payne";"1996";"Landoll";"http://images.amazon.com/images/P/1569874484.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1569874484.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1569874484.01.LZZZZZZZ.jpg"
"0060921153";"You Know What They Say: The Truth About Popular Beliefs";"Alfie Kohn";"1991";"Harpercollins";"http://images.amazon.com/images/P/0060921153.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060921153.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060921153.01.LZZZZZZZ.jpg"
"080105060X";"Thank Goondess It Isn't a Hate Crime!";"Wayne Stayskal";"1996";"Baker Pub Group";"http://images.amazon.com/images/P/080105060X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/080105060X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/080105060X.01.LZZZZZZZ.jpg"
"0525245707";"Fortunes";"Vera Cowie";"1987";"Penguin USA";"http://images.amazon.com/images/P/0525245707.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525245707.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525245707.01.LZZZZZZZ.jpg"
"0517031531";"Poems of Friendship : New Poetry";"Gail Harvey";"1990";"Gramercy";"http://images.amazon.com/images/P/0517031531.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517031531.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517031531.01.LZZZZZZZ.jpg"
"0394755235";"America on Six Rubles a Day  or  How to Become a Capitalist Pig";"Yakov Smirnoff";"1987";"Vintage Books USA";"http://images.amazon.com/images/P/0394755235.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394755235.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394755235.01.LZZZZZZZ.jpg"
"0844252565";"Student congress";"Linda L Oddo";"1994";"National Textbook Co";"http://images.amazon.com/images/P/0844252565.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0844252565.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0844252565.01.LZZZZZZZ.jpg"
"0395688612";"History of the United States";"Lorna C. Mason";"1995";"Houghton Mifflin School";"http://images.amazon.com/images/P/0395688612.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395688612.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395688612.01.LZZZZZZZ.jpg"
"0385188188";"Spanish Made Simple (Made Simple)";"Eugene Jackson";"1984";"Doubleday Books";"http://images.amazon.com/images/P/0385188188.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385188188.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385188188.01.LZZZZZZZ.jpg"
"0486211258";"North American Indian Design Coloring Book";"Paul Kennedy";"1971";"Dover Publications";"http://images.amazon.com/images/P/0486211258.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486211258.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486211258.01.LZZZZZZZ.jpg"
"0670857416";"What Makes a Picasso a Picasso?";"Richard Muhlberger";"1994";"Penguin USA";"http://images.amazon.com/images/P/0670857416.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670857416.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670857416.01.LZZZZZZZ.jpg"
"0837876095";"Between Friends";"Lynne Gerard";"1994";"C.R. Gibson Company";"http://images.amazon.com/images/P/0837876095.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0837876095.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0837876095.01.LZZZZZZZ.jpg"
"0440209153";"Pump Up the Volume";"J.S. Feliciano";"1990";"Laurel-Leaf Books";"http://images.amazon.com/images/P/0440209153.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440209153.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440209153.01.LZZZZZZZ.jpg"
"0446602914";"The Advocate's Devil";"Alan M. Dershowitz";"1995";"Warner Books";"http://images.amazon.com/images/P/0446602914.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446602914.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446602914.01.LZZZZZZZ.jpg"
"0842380019";"The Whimsical Quizzical Bible Trivia Book";"J. Stephen Lang";"1995";"Tyndale House Pub";"http://images.amazon.com/images/P/0842380019.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0842380019.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0842380019.01.LZZZZZZZ.jpg"
"0345409574";"Gods and Generals";"Jeff Shaara";"1997";"Ballantine Books";"http://images.amazon.com/images/P/0345409574.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345409574.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345409574.01.LZZZZZZZ.jpg"
"0804105588";"Lawyers Say the Darndest Things";"Steve Kluger";"1990";"Ivy Books";"http://images.amazon.com/images/P/0804105588.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804105588.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804105588.01.LZZZZZZZ.jpg"
"0850096308";"Look Out World I'm Me";"Jamie Buckingham";"0";"Send The Light";"http://images.amazon.com/images/P/0850096308.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0850096308.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0850096308.01.LZZZZZZZ.jpg"
"0911954651";"No salt, no sugar, no fat cookbook (Nitty Gritty books)";"Jacqueline B Williams";"1981";"Nitty Gritty Productions";"http://images.amazon.com/images/P/0911954651.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0911954651.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0911954651.01.LZZZZZZZ.jpg"
"0679413936";"Born for Love: Reflections on Loving";"Leo Buscaglia";"1992";"Slack";"http://images.amazon.com/images/P/0679413936.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679413936.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679413936.01.LZZZZZZZ.jpg"
"0842362207";"Spirit-Controlled Temperament";"Tim Lahaye";"1993";"Tyndale House Publishers";"http://images.amazon.com/images/P/0842362207.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0842362207.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0842362207.01.LZZZZZZZ.jpg"
"0192834878";"Frankenstein: Or, the Modern Prometheus (Oxford World's Classics)";"Mary Wollstonecraft Shelley";"1998";"Oxford University Press";"http://images.amazon.com/images/P/0192834878.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0192834878.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0192834878.01.LZZZZZZZ.jpg"
"0523414889";"Oklahomans: The Second Generation";"Whitney Strine";"1981";"Pinnacle Books (Mm)";"http://images.amazon.com/images/P/0523414889.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0523414889.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0523414889.01.LZZZZZZZ.jpg"
"0440181275";"A Stranger Is Watching";"Mary Higgins Clark";"1990";"Dell Publishing Company";"http://images.amazon.com/images/P/0440181275.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440181275.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440181275.01.LZZZZZZZ.jpg"
"0380007789";"The Wolf and the Dove";"Kathleen E. Woodiwiss";"1974";"Avon";"http://images.amazon.com/images/P/0380007789.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380007789.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380007789.01.LZZZZZZZ.jpg"
"0962144401";"Fool's Enterprise: The Life of Charles Page";"Opal B. Clark";"1988";"Dexter Publishing";"http://images.amazon.com/images/P/0962144401.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0962144401.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0962144401.01.LZZZZZZZ.jpg"
"096146447X";"Light Fandango";"John Jacob";"1988";"Another Chicago Pr";"http://images.amazon.com/images/P/096146447X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/096146447X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/096146447X.01.LZZZZZZZ.jpg"
"0312964056";"The Endless Sky";"Shirl Henke";"1998";"St Martins Pr (Mm)";"http://images.amazon.com/images/P/0312964056.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312964056.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312964056.01.LZZZZZZZ.jpg"
"0915144433";"On Liberty (Hpc Classics Series)";"John S. Mill";"1978";"Hackett Pub Co";"http://images.amazon.com/images/P/0915144433.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0915144433.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0915144433.01.LZZZZZZZ.jpg"
"0345296176";"Random House Basic Dictionary of French";"Francesca Langbaum";"1981";"Ballantine Books";"http://images.amazon.com/images/P/0345296176.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345296176.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345296176.01.LZZZZZZZ.jpg"
"0684831171";"SCREWTAPE LETTERS";"C.S. Lewis";"1996";"Scribner";"http://images.amazon.com/images/P/0684831171.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684831171.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684831171.01.LZZZZZZZ.jpg"
"0395689902";"The Disheveled Dictionary: A Curious Caper Through Our Sumptuous Lexicon";"Karen Elizabeth Gordon";"1997";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0395689902.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395689902.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395689902.01.LZZZZZZZ.jpg"
"0679422579";"Immortal Love: Stories";"Sally Laird";"1996";"Random House Inc";"http://images.amazon.com/images/P/0679422579.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679422579.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679422579.01.LZZZZZZZ.jpg"
"0673995526";"College Algebra";"Margaret L. Lial";"1997";"HarperCollins Publishers";"http://images.amazon.com/images/P/0673995526.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0673995526.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0673995526.01.LZZZZZZZ.jpg"
"0534560709";"Communication in Our Lives";"Julia T. Wood";"1999";"Thomson Learning";"http://images.amazon.com/images/P/0534560709.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0534560709.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0534560709.01.LZZZZZZZ.jpg"
"0826304362";"Way to Rainy Mountain";"N. Scott Momaday";"1977";"University of New Mexico Press";"http://images.amazon.com/images/P/0826304362.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0826304362.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0826304362.01.LZZZZZZZ.jpg"
"1564762440";"Letters From a Skeptic : A Son Wrestles with His Father's Questions about Christianity";"Gregory A. Boyd";"2004";"Cook Communications";"http://images.amazon.com/images/P/1564762440.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1564762440.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1564762440.01.LZZZZZZZ.jpg"
"080105396X";"The Dramatized Old Testament: Job to Malachi : New International Version";"Michael Perry";"1995";"Baker Pub Group";"http://images.amazon.com/images/P/080105396X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/080105396X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/080105396X.01.LZZZZZZZ.jpg"
"0844273260";"Spanish A La Cartoon";"Albert K. Small";"1990";"McGraw-Hill";"http://images.amazon.com/images/P/0844273260.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0844273260.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0844273260.01.LZZZZZZZ.jpg"
"1853264296";"Selective Poems of Christina Rossetti (Wordsworth Poetry Library)";"Christina Rossetti";"1998";"NTC/Contemporary Publishing Company";"http://images.amazon.com/images/P/1853264296.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1853264296.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1853264296.01.LZZZZZZZ.jpg"
"0761503714";"Diablo: The Official Strategy Guide (Secrets of the Games Series.)";"John K. Waters";"1997";"Prima Lifestyles";"http://images.amazon.com/images/P/0761503714.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0761503714.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0761503714.01.LZZZZZZZ.jpg"
"1566868912";"Diablo II Official Strategy Guide (Official Guide)";"Bart Farkas";"2000";"Pearson Education";"http://images.amazon.com/images/P/1566868912.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1566868912.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1566868912.01.LZZZZZZZ.jpg"
"0385260458";"Anthills of the Savannah";"Chinua Achebe";"1989";"Anchor";"http://images.amazon.com/images/P/0385260458.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385260458.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385260458.01.LZZZZZZZ.jpg"
"0393096653";"Walden";"Henry David Thoreau";"1966";"W.W. Norton &amp; Company Ltd";"http://images.amazon.com/images/P/0393096653.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393096653.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393096653.01.LZZZZZZZ.jpg"
"0130127310";"A Handbook to Literature (8th Edition)";"William Harmon";"1999";"Prentice Hall";"http://images.amazon.com/images/P/0130127310.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0130127310.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0130127310.01.LZZZZZZZ.jpg"
"0030115078";"Encyclopedia and dictionary of medicine, nursing, and allied health";"Benjamin Frank Miller";"1987";"Saunders";"http://images.amazon.com/images/P/0030115078.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0030115078.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0030115078.01.LZZZZZZZ.jpg"
"0811201015";"Raids on the Unspeakable";"Thomas Merton";"1966";"New Directions Publishing Corporation";"http://images.amazon.com/images/P/0811201015.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0811201015.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0811201015.01.LZZZZZZZ.jpg"
"0062734288";"Essential ASL : The Fun, Fast, and Simple Way to Learn American Sign Language";"Martin L. Sternberg";"1996";"HarperResource";"http://images.amazon.com/images/P/0062734288.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0062734288.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0062734288.01.LZZZZZZZ.jpg"
"0312143575";"Holocaust Poetry";"Hilda Schiff";"1996";"St. Martin's Griffin";"http://images.amazon.com/images/P/0312143575.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312143575.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312143575.01.LZZZZZZZ.jpg"
"0130815667";"Earth Science";"Edward J. Tarbuck";"1999";"Prentice Hall";"http://images.amazon.com/images/P/0130815667.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0130815667.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0130815667.01.LZZZZZZZ.jpg"
"0130112887";"Applications and  Investigations in Earth Science (3rd Edition)";"Edward J. Tarbuck";"1999";"Prentice Hall";"http://images.amazon.com/images/P/0130112887.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0130112887.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0130112887.01.LZZZZZZZ.jpg"
"0844278521";"The University of Chicago Spanish Dictionary, Fourth Edition: Spanish-English, English-Spanish";"Carlos Castillo";"1987";"NTC/Contemporary Publishing Company";"http://images.amazon.com/images/P/0844278521.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0844278521.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0844278521.01.LZZZZZZZ.jpg"
"0764500481";"Access 97 for Windows for Dummies";"John  Kaufeld";"1997";"For Dummies";"http://images.amazon.com/images/P/0764500481.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764500481.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764500481.01.LZZZZZZZ.jpg"
"0812043626";"501 Spanish Verbs";"Christopher Kendris";"1995";"Barrons Educational Series";"http://images.amazon.com/images/P/0812043626.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812043626.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812043626.01.LZZZZZZZ.jpg"
"0070605769";"Educational Psychology: A Developmental View";"Richard  Sprinthall";"1997";"McGraw-Hill Humanities/Social Sciences/Languages";"http://images.amazon.com/images/P/0070605769.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070605769.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070605769.01.LZZZZZZZ.jpg"
"0764560670";"Creating Web Pages with HTML Simplified® 2nd Edition";"Ruth  Maran";"1999";"John Wiley &amp; Sons";"http://images.amazon.com/images/P/0764560670.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764560670.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764560670.01.LZZZZZZZ.jpg"
"0898799813";"2001 Poet's Market (Poet's Market, 2001)";"Pam Shields";"2000";"F &amp; W Pubns";"http://images.amazon.com/images/P/0898799813.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0898799813.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0898799813.01.LZZZZZZZ.jpg"
"0385319673";"Red Dragon";"Thomas Harris";"1998";"Delta Trade Paperbacks";"http://images.amazon.com/images/P/0385319673.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385319673.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385319673.01.LZZZZZZZ.jpg"
"0938410857";"Mindfield";"Gregory Corso";"1989";"Distributed by Consortium Book Sales and Distribution";"http://images.amazon.com/images/P/0938410857.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0938410857.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0938410857.01.LZZZZZZZ.jpg"
"0873529758";"MLA Handbook for Writers of Research Papers (5th ed)";"Joseph Gibaldi";"1999";"Modern Language Association";"http://images.amazon.com/images/P/0873529758.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0873529758.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0873529758.01.LZZZZZZZ.jpg"
"0899199577";"Under a New Sky: A Reunion With Russia";"Olga Andreyev Carlisle";"1993";"Ticknor &amp; Fields";"http://images.amazon.com/images/P/0899199577.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0899199577.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0899199577.01.LZZZZZZZ.jpg"
"0312097883";"The Dream Life (Stonewall Inn Editions)";"Bo Huston";"1993";"St. Martin's Press";"http://images.amazon.com/images/P/0312097883.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312097883.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312097883.01.LZZZZZZZ.jpg"
"0880708697";"Desiring God : Meditations Of A Christian Hedonist";"John Piper";"1996";"Multnomah Publishers Inc.";"http://images.amazon.com/images/P/0880708697.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0880708697.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0880708697.01.LZZZZZZZ.jpg"
"067352390X";"No Common Power: Understanding International Relations (3rd Edition)";"Robert J. Lieber";"1995";"HarperCollins Publishers";"http://images.amazon.com/images/P/067352390X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067352390X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067352390X.01.LZZZZZZZ.jpg"
